83 1.62628e+08 0.0433105 (-1.06135e+08,1.31735e+08,0) (-21.6433,-16.8718,0) 2.61256
84 1.53865e+08 0.0387546 (-1.17479e+08,-9.29763e+07,0) (18.0325,-24.1688,0) -0.184581
85 1.63729e+08 0.0819488 (-1.54945e+08,7.90857e+07,0) (-13.4073,-23.1432,0) -2.9616
86 1.62141e+08 0.0151256 (1.03384e+08,-1.22459e+08,0) (21.935,18.8869,-0) 2.98072
87 1.52502e+08 0.0949965 (1.3775e+08,8.96295e+06,0) (-1.91908,32.3898,0) 3.13974
88 1.63931e+08 0.044538 (1.66944e+08,1.13008e+07,0) (-0.784247,27.8615,0) 1.1157
89 1.64296e+08 0.0172705 (-7.5995e+07,-1.48086e+08,0) (24.8139,-13.0891,0) -1.3458
90 1.51862e+08 0.0485054 (5.60747e+07,1.39128e+08,0) (-27.2036,12.4789,0) 2.96636
91 1.64149e+08 0.0132946 (-1.34803e+08,9.17456e+07,0) (-15.8324,-23.8492,-0) 0.463214
92 1.53673e+08 0.01616 (1.09355e+08,-1.09436e+08,0) (20.9509,20.3293,0) 0.339971
93 1.52981e+08 0.0407384 (8.84301e+07,-1.29869e+08,0) (24.1795,15.4068,0) -0.157912
94 1.58755e+08 0.0761695 (1.6447e+08,-3.92852e+06,0) (-1.20372,27.859,0) -1.0322
95 1.6101e+08 0.0127556 (-1.10051e+08,-1.15573e+08,0) (21.1612,-19.7818,-0) 1.62561
96 1.56451e+08 0.043403 (1.49464e+08,1.06903e+07,0) (-2.47333,30.2842,-0) -2.82556
97 1.64284e+08 0.0562924 (1.31653e+08,8.18888e+07,0) (-15.9406,25.4993,-0) -2.54277
98 1.6244e+08 0.0989294 (1.22411e+08,-1.29909e+08,0) (18.915,17.6744,0) -0.776943
99 1.57199e+08 0.0984488 (-7.62583e+07,1.34301e+08,0) (-24.1809,-17.0253,-0) 0.435147
100 1.51989e+08 0.082654 (1.43671e+08,3.35367e+07,0) (-4.60579,30.0816,0) 2.08416
